RH and T log,Tue Sep 23 10:20:39 2025
Time (s),RH1,RH2,RH3,RH4,T1,T2,T3,T4
27.1,98.54,100.0,0,0,53.58,55.1,0,0
27.45,98.48,99.91,0,0,53.55,55.36,0,0
28.45,98.51,99.91,0,0,53.53,55.23,0,0
29.45,98.5,99.94,0,0,53.53,55.24,0,0
30.44,98.52,99.89,0,0,53.53,55.24,0,0
31.44,98.53,99.84,0,0,53.55,55.25,0,0
32.44,98.52,99.81,0,0,53.51,55.23,0,0
33.44,98.53,99.78,0,0,53.49,55.21,0,0
34.44,98.5,99.77,0,0,53.47,55.21,0,0
35.44,98.52,99.76,0,0,53.44,55.19,0,0
36.44,98.52,99.75,0,0,53.45,55.18,0,0
37.44,98.53,99.72,0,0,53.45,55.19,0,0
38.44,98.51,99.73,0,0,53.44,55.15,0,0
39.44,98.53,99.65,0,0,53.41,55.15,0,0
40.43,98.5,99.72,0,0,53.36,55.14,0,0
41.43,98.52,99.72,0,0,53.36,55.13,0,0
42.43,98.51,99.7,0,0,53.35,55.13,0,0
43.43,98.54,99.69,0,0,53.37,55.13,0,0
44.43,98.53,99.67,0,0,53.34,55.13,0,0
45.43,98.51,99.68,0,0,53.31,55.08,0,0
46.43,98.52,99.69,0,0,53.28,55.09,0,0
47.43,98.54,99.67,0,0,53.26,55.08,0,0
48.43,98.54,99.67,0,0,53.28,55.05,0,0
49.43,98.54,99.69,0,0,53.26,55.06,0,0
50.43,98.53,99.68,0,0,53.26,55.05,0,0
51.42,98.52,99.66,0,0,53.22,55.03,0,0
52.42,98.54,99.64,0,0,53.22,55.02,0,0
53.42,98.53,99.66,0,0,53.17,55.01,0,0
54.42,98.52,99.67,0,0,53.21,55.03,0,0
55.42,98.55,99.68,0,0,53.18,55.01,0,0
56.42,98.55,99.64,0,0,53.19,54.99,0,0
57.42,98.54,99.66,0,0,53.16,54.98,0,0
58.42,98.54,99.66,0,0,53.15,54.97,0,0
59.43,98.53,99.69,0,0,53.11,54.97,0,0
60.42,98.52,99.67,0,0,53.11,54.96,0,0
61.42,98.54,99.67,0,0,53.12,54.93,0,0
62.42,98.54,99.69,0,0,53.11,54.94,0,0
63.41,98.54,99.65,0,0,53.11,54.92,0,0
64.41,98.54,99.63,0,0,53.07,54.92,0,0
65.41,98.52,99.68,0,0,53.06,54.9,0,0
66.42,98.55,99.69,0,0,53.04,54.91,0,0
67.41,98.53,99.65,0,0,53.05,54.88,0,0
68.43,98.55,99.68,0,0,53.07,54.88,0,0
69.41,98.51,99.66,0,0,53.06,54.88,0,0
70.41,98.54,99.66,0,0,53.0,54.83,0,0
71.41,98.54,99.69,0,0,53.0,54.84,0,0
72.41,98.54,99.69,0,0,52.99,54.84,0,0
73.41,98.56,99.67,0,0,52.99,54.83,0,0
74.4,98.57,99.68,0,0,53.0,54.83,0,0
75.4,98.56,99.67,0,0,52.99,54.8,0,0
76.4,98.58,99.68,0,0,52.96,54.81,0,0
77.4,98.54,99.66,0,0,52.95,54.8,0,0
78.41,98.53,99.66,0,0,52.92,54.76,0,0
79.41,98.56,99.66,0,0,52.94,54.77,0,0
80.45,98.56,99.68,0,0,52.94,54.77,0,0
81.41,98.53,99.69,0,0,52.93,54.75,0,0
82.44,98.54,99.66,0,0,52.88,54.74,0,0
83.4,98.53,99.69,0,0,52.87,54.75,0,0
84.4,98.57,99.66,0,0,52.88,54.73,0,0
85.4,98.55,99.69,0,0,52.86,54.74,0,0
86.44,98.55,99.68,0,0,52.87,54.72,0,0
87.42,98.54,99.7,0,0,52.86,54.69,0,0
88.41,98.54,99.68,0,0,52.83,54.71,0,0
89.4,98.57,99.7,0,0,52.84,54.71,0,0
90.41,98.52,99.7,0,0,52.8,54.68,0,0
91.42,98.57,99.66,0,0,52.8,54.66,0,0
92.41,98.54,99.7,0,0,52.79,54.66,0,0
