RH and T log,Tue Sep 23 10:12:37 2025
Time (s),RH1,RH2,RH3,RH4,T1,T2,T3,T4
44.03,97.85,99.75,0,0,58.22,56.72,0,0
44.14,97.83,99.75,0,0,58.14,56.72,0,0
44.96,97.81,99.75,0,0,58.15,56.72,0,0
45.99,97.79,99.75,0,0,58.11,56.72,0,0
46.99,97.8,99.75,0,0,58.01,56.72,0,0
47.96,97.82,99.75,0,0,58.0,56.72,0,0
48.96,97.82,99.75,0,0,58.01,56.72,0,0
49.97,97.84,99.75,0,0,57.92,56.72,0,0
50.95,97.86,99.75,0,0,57.93,56.72,0,0
51.95,97.83,99.75,0,0,57.92,56.72,0,0
53.08,97.83,99.75,0,0,57.89,56.72,0,0
53.95,97.84,99.75,0,0,57.88,56.72,0,0
54.98,97.82,99.75,0,0,57.78,56.72,0,0
61.74,97.82,99.75,0,0,57.78,56.72,0,0
