RH and T log,Fri Sep 12 16:00:50 2025
Time (s),RH1,RH2,RH3,RH4,T1,T2,T3,T4
8.33,45.14,0,0,0,25.92,0,0,0
8.44,45.14,0,0,0,25.93,0,0,0
9.44,45.16,0,0,0,25.92,0,0,0
10.43,45.13,0,0,0,25.9,0,0,0
11.43,45.16,0,0,0,25.88,0,0,0
12.43,45.16,0,0,0,25.88,0,0,0
13.43,45.21,0,0,0,25.87,0,0,0
14.43,45.23,0,0,0,25.82,0,0,0
15.43,45.26,0,0,0,25.83,0,0,0
16.43,45.28,0,0,0,25.83,0,0,0
17.43,45.25,0,0,0,25.8,0,0,0
18.42,45.28,0,0,0,25.82,0,0,0
19.42,45.29,0,0,0,25.8,0,0,0
20.42,45.31,0,0,0,25.8,0,0,0
21.42,45.3,0,0,0,25.75,0,0,0
22.42,45.3,0,0,0,255.0,0,0,0
23.42,45.3,0,0,0,255.0,0,0,0
24.41,45.3,0,0,0,255.0,0,0,0
25.41,45.3,0,0,0,255.0,0,0,0
26.41,45.3,0,0,0,255.0,0,0,0
27.41,45.3,0,0,0,255.0,0,0,0
28.41,45.3,0,0,0,255.0,0,0,0
29.41,45.3,0,0,0,255.0,0,0,0
30.41,45.3,0,0,0,255.0,0,0,0
31.41,45.3,0,0,0,255.0,0,0,0
32.4,45.3,0,0,0,255.0,0,0,0
33.4,45.3,0,0,0,255.0,0,0,0
34.4,45.3,0,0,0,255.0,0,0,0
35.4,45.3,0,0,0,255.0,0,0,0
36.4,45.3,0,0,0,255.0,0,0,0
37.4,45.3,0,0,0,255.0,0,0,0
38.4,45.3,0,0,0,255.0,0,0,0
39.39,45.3,0,0,0,255.0,0,0,0
40.39,45.3,0,0,0,255.0,0,0,0
41.39,45.3,0,0,0,255.0,0,0,0
42.39,45.3,0,0,0,255.0,0,0,0
43.39,45.3,0,0,0,255.0,0,0,0
44.39,45.3,0,0,0,255.0,0,0,0
45.39,45.3,0,0,0,255.0,0,0,0
46.39,45.3,0,0,0,255.0,0,0,0
47.38,45.3,0,0,0,255.0,0,0,0
48.38,45.3,0,0,0,255.0,0,0,0
49.38,45.3,0,0,0,255.0,0,0,0
50.38,45.3,0,0,0,255.0,0,0,0
51.38,45.3,0,0,0,255.0,0,0,0
52.38,45.3,0,0,0,255.0,0,0,0
53.38,45.3,0,0,0,255.0,0,0,0
54.37,45.3,0,0,0,255.0,0,0,0
55.37,45.3,0,0,0,255.0,0,0,0
56.37,46.08,0,0,0,25.37,0,0,0
57.37,46.12,0,0,0,25.36,0,0,0
58.37,46.11,0,0,0,25.38,0,0,0
59.37,46.1,0,0,0,25.39,0,0,0
60.37,46.09,0,0,0,25.39,0,0,0
61.37,46.09,0,0,0,25.38,0,0,0
62.36,46.09,0,0,0,25.38,0,0,0
63.36,46.05,0,0,0,25.39,0,0,0
64.36,46.08,0,0,0,25.37,0,0,0
65.36,46.09,0,0,0,25.37,0,0,0
66.36,46.08,0,0,0,25.37,0,0,0
67.36,46.09,0,0,0,25.34,0,0,0
68.36,46.11,0,0,0,25.35,0,0,0
69.36,46.15,0,0,0,25.34,0,0,0
70.36,46.2,0,0,0,25.33,0,0,0
71.35,46.24,0,0,0,25.34,0,0,0
72.35,46.25,0,0,0,25.32,0,0,0
73.35,46.26,0,0,0,25.31,0,0,0
74.35,46.31,0,0,0,25.28,0,0,0
75.35,46.29,0,0,0,25.29,0,0,0
76.35,46.25,0,0,0,25.26,0,0,0
77.35,46.27,0,0,0,25.27,0,0,0
78.35,46.25,0,0,0,25.27,0,0,0
79.34,46.28,0,0,0,25.23,0,0,0
80.34,46.31,0,0,0,25.22,0,0,0
81.34,46.34,0,0,0,25.19,0,0,0
82.34,46.37,0,0,0,25.17,0,0,0
83.34,46.48,0,0,0,25.26,0,0,0
84.34,46.52,0,0,0,25.25,0,0,0
85.35,46.45,0,0,0,25.28,0,0,0
86.33,46.3,0,0,0,25.33,0,0,0
87.33,46.11,0,0,0,25.36,0,0,0
88.33,45.95,0,0,0,25.39,0,0,0
89.33,45.87,0,0,0,25.39,0,0,0
90.33,45.89,0,0,0,25.4,0,0,0
91.34,45.99,0,0,0,25.43,0,0,0
92.33,47.19,0,0,0,25.78,0,0,0
93.33,49.54,0,0,0,26.22,0,0,0
94.33,51.97,0,0,0,26.57,0,0,0
95.34,56.6,0,0,0,27.04,0,0,0
96.32,63.65,0,0,0,27.49,0,0,0
97.32,67.9,0,0,0,27.88,0,0,0
98.33,65.31,0,0,0,28.13,0,0,0
99.32,59.25,0,0,0,27.79,0,0,0
100.33,54.05,0,0,0,27.7,0,0,0
101.32,50.33,0,0,0,27.47,0,0,0
102.33,47.94,0,0,0,27.34,0,0,0
103.33,46.28,0,0,0,27.16,0,0,0
104.33,45.19,0,0,0,27.09,0,0,0
105.33,44.52,0,0,0,27.01,0,0,0
106.32,44.16,0,0,0,26.89,0,0,0
107.31,43.91,0,0,0,26.76,0,0,0
108.32,43.72,0,0,0,26.65,0,0,0
109.31,43.68,0,0,0,26.59,0,0,0
110.32,43.73,0,0,0,26.53,0,0,0
111.32,43.81,0,0,0,26.49,0,0,0
112.32,43.93,0,0,0,26.49,0,0,0
113.32,50.8,0,0,0,31.65,0,0,0
114.31,68.02,0,0,0,34.6,0,0,0
115.33,78.94,0,0,0,37.01,0,0,0
116.32,84.64,0,0,0,36.18,0,0,0
117.31,87.89,0,0,0,37.1,0,0,0
118.31,90.15,0,0,0,39.33,0,0,0
119.31,91.33,0,0,0,40.52,0,0,0
120.31,91.87,0,0,0,40.61,0,0,0
121.34,91.96,0,0,0,38.71,0,0,0
122.3,92.89,0,0,0,42.42,0,0,0
123.3,93.03,0,0,0,43.38,0,0,0
124.3,93.09,0,0,0,43.7,0,0,0
125.33,93.14,0,0,0,43.52,0,0,0
126.3,93.28,0,0,0,43.82,0,0,0
127.29,93.41,0,0,0,44.31,0,0,0
128.3,93.47,0,0,0,44.43,0,0,0
129.3,93.6,0,0,0,45.0,0,0,0
130.32,93.63,0,0,0,45.12,0,0,0
131.3,93.51,0,0,0,43.82,0,0,0
132.32,93.55,0,0,0,42.92,0,0,0
133.34,93.73,0,0,0,43.0,0,0,0
134.3,93.65,0,0,0,41.63,0,0,0
135.36,93.65,0,0,0,40.89,0,0,0
136.33,93.64,0,0,0,39.86,0,0,0
137.31,93.79,0,0,0,39.72,0,0,0
138.3,93.76,0,0,0,38.77,0,0,0
139.31,93.73,0,0,0,37.91,0,0,0
140.31,93.69,0,0,0,36.67,0,0,0
141.3,93.73,0,0,0,35.74,0,0,0
142.3,93.83,0,0,0,35.43,0,0,0
143.31,93.94,0,0,0,35.43,0,0,0
144.3,93.88,0,0,0,34.7,0,0,0
145.34,93.99,0,0,0,34.88,0,0,0
146.29,94.23,0,0,0,36.01,0,0,0
147.3,94.31,0,0,0,36.46,0,0,0
148.3,94.67,0,0,0,39.6,0,0,0
149.31,94.48,0,0,0,40.0,0,0,0
150.29,94.31,0,0,0,39.7,0,0,0
151.28,94.38,0,0,0,40.32,0,0,0
152.31,94.41,0,0,0,40.83,0,0,0
153.29,94.41,0,0,0,255.0,0,0,0
154.3,94.41,0,0,0,255.0,0,0,0
155.31,94.41,0,0,0,255.0,0,0,0
156.3,94.41,0,0,0,255.0,0,0,0
157.31,94.41,0,0,0,255.0,0,0,0
158.29,94.41,0,0,0,255.0,0,0,0
159.29,94.41,0,0,0,255.0,0,0,0
160.29,94.41,0,0,0,255.0,0,0,0
161.29,94.41,0,0,0,255.0,0,0,0
162.28,94.41,0,0,0,255.0,0,0,0
163.28,94.41,0,0,0,255.0,0,0,0
164.29,94.41,0,0,0,255.0,0,0,0
165.24,94.41,0,0,0,255.0,0,0,0
166.28,94.41,0,0,0,255.0,0,0,0
167.29,88.3,0,0,0,30.58,0,0,0
168.27,89.07,0,0,0,29.59,0,0,0
169.28,89.67,0,0,0,29.0,0,0,0
170.27,90.13,0,0,0,27.92,0,0,0
171.28,89.9,0,0,0,26.93,0,0,0
172.27,89.88,0,0,0,26.56,0,0,0
173.27,89.88,0,0,0,255.0,0,0,0
174.26,89.88,0,0,0,255.0,0,0,0
175.27,89.88,0,0,0,255.0,0,0,0
176.26,91.72,0,0,0,27.08,0,0,0
177.27,91.72,0,0,0,255.0,0,0,0
178.26,91.72,0,0,0,255.0,0,0,0
179.27,91.72,0,0,0,255.0,0,0,0
180.27,91.72,0,0,0,255.0,0,0,0
181.27,93.07,0,0,0,27.37,0,0,0
182.27,93.19,0,0,0,27.28,0,0,0
183.27,93.15,0,0,0,27.17,0,0,0
184.26,93.1,0,0,0,27.11,0,0,0
185.28,93.05,0,0,0,27.04,0,0,0
186.29,92.98,0,0,0,26.64,0,0,0
187.27,92.65,0,0,0,26.51,0,0,0
188.26,92.61,0,0,0,26.52,0,0,0
189.28,93.03,0,0,0,28.19,0,0,0
190.27,93.89,0,0,0,29.97,0,0,0
191.27,94.68,0,0,0,32.78,0,0,0
192.27,95.28,0,0,0,36.49,0,0,0
193.26,95.52,0,0,0,40.09,0,0,0
194.28,95.57,0,0,0,44.08,0,0,0
195.27,95.28,0,0,0,46.19,0,0,0
196.27,95.18,0,0,0,48.72,0,0,0
197.24,95.13,0,0,0,50.96,0,0,0
198.26,94.97,0,0,0,51.96,0,0,0
199.29,94.94,0,0,0,53.17,0,0,0
200.27,94.96,0,0,0,54.24,0,0,0
201.28,94.92,0,0,0,54.88,0,0,0
202.26,94.95,0,0,0,55.54,0,0,0
203.28,94.94,0,0,0,56.22,0,0,0
204.27,94.92,0,0,0,56.42,0,0,0
205.27,94.91,0,0,0,56.4,0,0,0
206.27,94.99,0,0,0,56.81,0,0,0
207.27,95.01,0,0,0,57.28,0,0,0
208.27,94.97,0,0,0,57.31,0,0,0
209.28,95.04,0,0,0,57.62,0,0,0
210.27,95.05,0,0,0,57.81,0,0,0
211.27,95.06,0,0,0,57.88,0,0,0
212.27,95.07,0,0,0,57.67,0,0,0
213.26,95.11,0,0,0,57.81,0,0,0
214.26,95.16,0,0,0,58.19,0,0,0
215.26,95.14,0,0,0,58.04,0,0,0
216.27,95.11,0,0,0,57.69,0,0,0
217.29,95.18,0,0,0,57.58,0,0,0
218.26,95.18,0,0,0,57.31,0,0,0
219.28,95.21,0,0,0,57.18,0,0,0
220.28,95.27,0,0,0,57.45,0,0,0
221.28,95.29,0,0,0,57.94,0,0,0
222.27,95.3,0,0,0,58.02,0,0,0
223.28,95.29,0,0,0,57.91,0,0,0
224.23,95.32,0,0,0,58.13,0,0,0
225.28,95.37,0,0,0,58.4,0,0,0
226.26,95.38,0,0,0,58.6,0,0,0
227.29,95.38,0,0,0,58.66,0,0,0
228.27,95.38,0,0,0,58.55,0,0,0
229.27,95.42,0,0,0,58.63,0,0,0
230.27,95.47,0,0,0,59.13,0,0,0
231.23,95.47,0,0,0,59.33,0,0,0
232.23,95.43,0,0,0,59.04,0,0,0
233.23,95.46,0,0,0,58.93,0,0,0
234.24,95.48,0,0,0,58.94,0,0,0
235.22,95.54,0,0,0,59.26,0,0,0
236.23,95.55,0,0,0,59.66,0,0,0
237.23,95.55,0,0,0,59.63,0,0,0
238.22,95.53,0,0,0,59.36,0,0,0
239.22,95.56,0,0,0,59.2,0,0,0
240.28,95.57,0,0,0,59.02,0,0,0
241.23,95.58,0,0,0,58.75,0,0,0
242.21,95.6,0,0,0,58.64,0,0,0
243.26,95.62,0,0,0,58.78,0,0,0
244.22,95.62,0,0,0,58.82,0,0,0
245.21,95.68,0,0,0,59.19,0,0,0
246.22,95.71,0,0,0,59.58,0,0,0
247.21,95.67,0,0,0,59.24,0,0,0
248.21,95.66,0,0,0,59.09,0,0,0
249.26,95.7,0,0,0,59.05,0,0,0
250.24,95.74,0,0,0,59.22,0,0,0
251.2,95.76,0,0,0,59.48,0,0,0
252.15,95.77,0,0,0,59.72,0,0,0
253.15,95.78,0,0,0,59.69,0,0,0
254.13,95.78,0,0,0,59.63,0,0,0
255.21,95.79,0,0,0,59.84,0,0,0
256.13,95.81,0,0,0,60.01,0,0,0
257.12,95.82,0,0,0,60.23,0,0,0
258.25,95.85,0,0,0,60.41,0,0,0
259.12,95.8,0,0,0,60.24,0,0,0
260.12,95.82,0,0,0,60.14,0,0,0
261.12,95.87,0,0,0,60.17,0,0,0
262.12,95.89,0,0,0,60.45,0,0,0
263.12,95.87,0,0,0,60.79,0,0,0
264.12,95.87,0,0,0,60.73,0,0,0
265.11,95.88,0,0,0,60.57,0,0,0
266.11,95.9,0,0,0,60.53,0,0,0
267.11,95.94,0,0,0,60.95,0,0,0
268.11,95.94,0,0,0,61.15,0,0,0
269.11,95.89,0,0,0,61.07,0,0,0
270.11,95.93,0,0,0,61.0,0,0,0
271.11,95.9,0,0,0,60.88,0,0,0
272.11,95.96,0,0,0,60.7,0,0,0
273.1,96.02,0,0,0,61.15,0,0,0
274.1,95.97,0,0,0,61.37,0,0,0
275.1,95.99,0,0,0,61.39,0,0,0
276.1,95.98,0,0,0,61.13,0,0,0
277.1,96.01,0,0,0,60.95,0,0,0
278.1,96.0,0,0,0,60.93,0,0,0
279.1,96.06,0,0,0,61.0,0,0,0
280.1,96.08,0,0,0,61.32,0,0,0
281.1,96.05,0,0,0,61.35,0,0,0
282.1,96.06,0,0,0,61.17,0,0,0
283.09,96.05,0,0,0,61.09,0,0,0
284.09,96.07,0,0,0,61.09,0,0,0
285.09,96.12,0,0,0,61.22,0,0,0
286.09,96.15,0,0,0,61.45,0,0,0
287.09,96.11,0,0,0,61.47,0,0,0
288.09,96.12,0,0,0,61.38,0,0,0
289.09,96.1,0,0,0,61.38,0,0,0
290.09,96.14,0,0,0,61.56,0,0,0
291.09,96.19,0,0,0,61.89,0,0,0
292.08,96.15,0,0,0,61.92,0,0,0
293.08,96.14,0,0,0,61.74,0,0,0
294.08,96.16,0,0,0,61.64,0,0,0
295.08,96.18,0,0,0,61.57,0,0,0
296.08,96.18,0,0,0,61.61,0,0,0
297.08,96.23,0,0,0,62.01,0,0,0
298.08,96.24,0,0,0,62.12,0,0,0
299.08,96.2,0,0,0,61.95,0,0,0
300.08,96.18,0,0,0,61.64,0,0,0
301.07,96.21,0,0,0,61.65,0,0,0
302.07,96.24,0,0,0,61.61,0,0,0
303.07,96.26,0,0,0,61.67,0,0,0
304.07,96.26,0,0,0,62.05,0,0,0
305.07,96.24,0,0,0,62.02,0,0,0
306.07,96.26,0,0,0,62.0,0,0,0
307.07,96.25,0,0,0,62.02,0,0,0
308.07,96.3,0,0,0,62.02,0,0,0
309.07,96.28,0,0,0,62.01,0,0,0
310.06,96.32,0,0,0,62.25,0,0,0
311.06,96.3,0,0,0,62.15,0,0,0
312.06,96.3,0,0,0,62.02,0,0,0
313.06,96.31,0,0,0,62.01,0,0,0
314.06,96.32,0,0,0,61.99,0,0,0
315.06,96.33,0,0,0,62.05,0,0,0
316.06,96.37,0,0,0,62.3,0,0,0
317.06,96.38,0,0,0,62.34,0,0,0
318.06,96.35,0,0,0,62.26,0,0,0
319.05,96.34,0,0,0,62.11,0,0,0
320.05,96.39,0,0,0,62.08,0,0,0
321.05,96.41,0,0,0,62.36,0,0,0
322.05,96.4,0,0,0,62.57,0,0,0
323.05,96.36,0,0,0,62.5,0,0,0
324.05,96.38,0,0,0,62.27,0,0,0
325.05,96.42,0,0,0,62.13,0,0,0
326.05,96.39,0,0,0,62.16,0,0,0
327.04,96.43,0,0,0,62.29,0,0,0
328.04,96.42,0,0,0,62.56,0,0,0
329.04,96.45,0,0,0,62.54,0,0,0
330.04,96.42,0,0,0,62.42,0,0,0
331.04,96.43,0,0,0,62.32,0,0,0
332.04,96.45,0,0,0,62.36,0,0,0
333.04,96.47,0,0,0,62.36,0,0,0
334.03,96.46,0,0,0,62.51,0,0,0
335.03,96.48,0,0,0,62.66,0,0,0
336.03,96.47,0,0,0,62.61,0,0,0
337.03,96.46,0,0,0,62.49,0,0,0
338.03,96.47,0,0,0,62.42,0,0,0
339.03,96.48,0,0,0,62.53,0,0,0
340.03,96.48,0,0,0,62.7,0,0,0
341.02,96.5,0,0,0,62.72,0,0,0
342.03,96.48,0,0,0,62.67,0,0,0
343.03,96.51,0,0,0,62.51,0,0,0
344.02,96.52,0,0,0,62.46,0,0,0
345.02,96.5,0,0,0,62.45,0,0,0
346.02,96.54,0,0,0,62.64,0,0,0
347.02,96.56,0,0,0,62.76,0,0,0
348.02,96.52,0,0,0,62.68,0,0,0
349.02,96.55,0,0,0,62.64,0,0,0
350.01,96.56,0,0,0,62.6,0,0,0
351.01,96.58,0,0,0,62.6,0,0,0
352.01,96.56,0,0,0,62.58,0,0,0
353.01,96.59,0,0,0,62.77,0,0,0
354.01,96.56,0,0,0,62.83,0,0,0
355.01,96.57,0,0,0,62.79,0,0,0
356.01,96.59,0,0,0,62.81,0,0,0
357.0,96.6,0,0,0,62.76,0,0,0
358.0,96.58,0,0,0,62.71,0,0,0
359.0,96.63,0,0,0,63.0,0,0,0
360.0,96.61,0,0,0,63.09,0,0,0
361.0,96.63,0,0,0,63.04,0,0,0
362.0,96.63,0,0,0,62.92,0,0,0
363.0,96.63,0,0,0,62.8,0,0,0
364.0,96.64,0,0,0,62.74,0,0,0
364.99,96.67,0,0,0,62.94,0,0,0
365.99,96.67,0,0,0,62.93,0,0,0
366.99,96.65,0,0,0,62.92,0,0,0
367.99,96.65,0,0,0,62.91,0,0,0
368.99,96.64,0,0,0,62.81,0,0,0
370.0,96.67,0,0,0,62.7,0,0,0
370.99,96.67,0,0,0,62.67,0,0,0
372.0,96.65,0,0,0,62.95,0,0,0
372.98,96.69,0,0,0,63.11,0,0,0
374.0,96.69,0,0,0,63.02,0,0,0
374.98,96.68,0,0,0,62.83,0,0,0
375.99,96.66,0,0,0,62.67,0,0,0
376.98,96.69,0,0,0,62.66,0,0,0
377.99,96.75,0,0,0,62.74,0,0,0
378.98,96.73,0,0,0,62.91,0,0,0
