3.44,63.86,24.57
4.05,63.89,24.6
4.05,63.89,24.6
4.66,63.94,24.57
4.66,63.94,24.57
5.26,63.94,24.57
5.26,63.94,24.57
5.87,63.97,24.57
5.87,63.97,24.57
6.48,63.99,24.59
6.48,63.99,24.59
7.09,63.99,24.59
7.09,63.99,24.59
7.69,64.02,24.59
7.69,64.02,24.59
8.3,64.02,24.57
