22.88,63.35,24.48
23.62,63.27,24.49
24.1,63.19,24.49
24.71,63.11,24.48
25.31,63.03,24.49
25.92,62.99,24.49
26.55,62.88,24.49
27.13,62.75,24.48
27.77,62.62,24.5
28.35,62.52,24.5
28.97,62.42,24.5
29.6,62.31,24.49
30.17,62.28,24.5
30.78,62.31,24.5
