1.55,64.49,24.64
2.16,64.46,24.64
2.76,64.49,24.64
3.37,64.46,24.66
3.98,64.46,24.63
4.59,64.44,24.64
5.19,64.38,24.66
5.8,64.33,24.66
5.8
