RH and T log,Thu Aug  7 12:58:47 2025
Time (s),RH1,RH2,RH3,RH4,T1,T2,T3,T4
11.96,64.89,0,0,0,21.0,0,0,0
12.19,64.91,0,0,0,21.0,0,0,0
13.34,64.88,0,0,0,21.02,0,0,0
14.4,64.87,0,0,0,21.01,0,0,0
15.35,64.86,0,0,0,21.02,0,0,0
16.16,64.85,0,0,0,21.0,0,0,0
17.44,64.86,0,0,0,21.01,0,0,0
18.15,64.83,0,0,0,20.98,0,0,0
19.19,64.84,0,0,0,20.99,0,0,0
20.54,64.85,0,0,0,21.0,0,0,0
21.42,64.83,0,0,0,20.97,0,0,0
22.16,64.82,0,0,0,20.99,0,0,0
23.2,64.84,0,0,0,20.99,0,0,0
24.35,64.82,0,0,0,21.0,0,0,0
25.41,64.83,0,0,0,20.99,0,0,0
26.16,64.83,0,0,0,20.98,0,0,0
27.48,64.82,0,0,0,20.98,0,0,0
28.67,64.8,0,0,0,20.99,0,0,0
29.19,64.82,0,0,0,20.96,0,0,0
30.24,64.82,0,0,0,20.99,0,0,0
31.35,64.84,0,0,0,20.99,0,0,0
32.45,64.83,0,0,0,21.0,0,0,0
33.17,64.83,0,0,0,21.0,0,0,0
