76.92,44.0,0,0,0,0,0,0,0
87.8,44.0,0,0,0,0,0,0,0
110.31,44.0,0,0,0,0,0,0,0
110.32,44.0,0,0,0,0,0,0,0
111.34,44.0,0,0,0,0,0,0,0
111.37,44.0,0,0,0,0,0,0,0
112.3,44.0,0,0,0,0,0,0,0
112.32,44.0,0,0,0,0,0,0,0
113.32,44.0,0,0,0,0,0,0,0
113.32,44.0,0,0,0,0,0,0,0
114.38,44.0,0,0,0,0,0,0,0
114.38,44.0,0,0,0,0,0,0,0
115.33,44.0,0,0,0,0,0,0,0
115.34,44.0,0,0,0,0,0,0,0
116.29,44.0,0,0,0,0,0,0,0
116.31,44.0,0,0,0,0,0,0,0
117.3,44.0,0,0,0,0,0,0,0
117.3,44.0,0,0,0,0,0,0,0
118.29,44.0,0,0,0,0,0,0,0
118.31,44.0,0,0,0,0,0,0,0
119.33,44.0,0,0,0,0,0,0,0
119.35,44.0,0,0,0,0,0,0,0
120.32,44.0,0,0,0,0,0,0,0
120.33,44.0,0,0,0,0,0,0,0
121.31,44.0,0,0,0,0,0,0,0
121.31,44.0,0,0,0,0,0,0,0
122.31,44.0,0,0,0,0,0,0,0
122.33,44.0,0,0,0,0,0,0,0
123.92,44.0,0,0,0,0,0,0,0
123.94,44.0,0,0,0,0,0,0,0
124.31,44.0,0,0,0,0,0,0,0
124.32,44.0,0,0,0,0,0,0,0
125.34,44.0,0,0,0,0,0,0,0
125.34,44.0,0,0,0,0,0,0,0
126.32,44.0,0,0,0,0,0,0,0
126.35,44.0,0,0,0,0,0,0,0
127.29,44.0,0,0,0,0,0,0,0
127.29,44.0,0,0,0,0,0,0,0
128.28,44.0,0,0,0,0,0,0,0
128.32,44.0,0,0,0,0,0,0,0
129.32,44.0,0,0,0,0,0,0,0
129.33,44.0,0,0,0,0,0,0,0
130.32,44.0,0,0,0,0,0,0,0
130.32,44.0,0,0,0,0,0,0,0
131.31,44.0,0,0,0,0,0,0,0
131.33,44.0,0,0,0,0,0,0,0
132.31,44.0,0,0,0,0,0,0,0
132.32,44.0,0,0,0,0,0,0,0
133.28,44.0,0,0,0,0,0,0,0
133.28,44.0,0,0,0,0,0,0,0
134.32,44.0,0,0,0,0,0,0,0
134.34,44.0,0,0,0,0,0,0,0
135.3,44.0,0,0,0,0,0,0,0
135.35,44.0,0,0,0,0,0,0,0
136.28,44.0,0,0,0,0,0,0,0
136.28,44.0,0,0,0,0,0,0,0
