RH and T log,Thu Aug  7 11:16:56 2025
Time (s),RH1,RH2,RH3,RH4,T1,T2,T3,T4
23.41,64.41,0,0,0,20.7,0,0,0
23.73,64.4,0,0,0,20.68,0,0,0
24.58,64.37,0,0,0,20.68,0,0,0
25.61,64.37,0,0,0,20.69,0,0,0
26.5,64.36,0,0,0,20.7,0,0,0
27.56,64.37,0,0,0,20.7,0,0,0
28.83,64.39,0,0,0,20.72,0,0,0
29.63,64.35,0,0,0,20.7,0,0,0
30.5,64.34,0,0,0,20.72,0,0,0
31.51,64.36,0,0,0,20.74,0,0,0
32.68,64.3,0,0,0,20.74,0,0,0
33.46,64.32,0,0,0,20.75,0,0,0
34.52,64.29,0,0,0,20.73,0,0,0
35.58,64.3,0,0,0,20.74,0,0,0
36.64,64.26,0,0,0,20.74,0,0,0
37.47,64.29,0,0,0,20.78,0,0,0
38.46,64.25,0,0,0,20.74,0,0,0
39.65,64.26,0,0,0,20.72,0,0,0
40.6,64.26,0,0,0,20.75,0,0,0
41.72,64.28,0,0,0,20.75,0,0,0
42.53,64.25,0,0,0,20.75,0,0,0
43.47,64.26,0,0,0,20.73,0,0,0
44.59,64.25,0,0,0,20.77,0,0,0
45.52,64.23,0,0,0,20.78,0,0,0
46.69,64.23,0,0,0,20.78,0,0,0
47.47,64.23,0,0,0,20.78,0,0,0
48.69,64.19,0,0,0,20.77,0,0,0
49.46,64.18,0,0,0,20.79,0,0,0
50.6,64.16,0,0,0,20.78,0,0,0
51.45,64.17,0,0,0,20.75,0,0,0
52.54,64.15,0,0,0,20.76,0,0,0
53.49,64.16,0,0,0,20.77,0,0,0
54.44,64.19,0,0,0,20.79,0,0,0
55.55,64.18,0,0,0,20.77,0,0,0
56.49,64.17,0,0,0,20.78,0,0,0
57.55,64.12,0,0,0,20.8,0,0,0
58.71,64.1,0,0,0,20.77,0,0,0
59.8,64.08,0,0,0,20.8,0,0,0
60.59,64.09,0,0,0,20.78,0,0,0
61.45,64.08,0,0,0,20.77,0,0,0
62.53,64.03,0,0,0,20.78,0,0,0
63.56,64.04,0,0,0,20.76,0,0,0
64.5,64.03,0,0,0,20.74,0,0,0
65.58,64.07,0,0,0,20.75,0,0,0
